class_name,run,start,end,duration,size,area,max_front_radius,front_velocity,fractal_dimension_box,radius_of_gyration,anisotropy
intermediate,2,1490,1541,51,0.00939672440290451,51,0.0,0.0,1.0,14.71960163116455,1.0
intermediate,2,1647,1696,49,0.012930262833833694,49,0.0,0.0,1.0,14.142135620117188,1.0
intermediate,2,1793,1851,58,0.022629112005233765,58,0.0,0.0,1.0,16.74066925048828,1.0
intermediate,3,44,80,36,0.002720493823289871,36,0.0,0.0,1.0,10.388294219970703,1.0
intermediate,3,211,261,50,0.009848549962043762,50,0.0,0.0,1.0,14.430870056152344,1.0
intermediate,3,363,408,45,0.010189924389123917,45,0.0,0.0,1.0,12.987173080444336,1.0
intermediate,3,508,563,55,0.01576216146349907,55,0.0,0.0,1.0,15.874506950378418,1.0
intermediate,3,679,736,57,0.017162125557661057,57,0.0,0.0,1.0,16.451950073242188,1.0
intermediate,3,835,888,53,0.020122449845075607,53,0.0,0.0,1.0,15.29705810546875,1.0
intermediate,3,983,1044,61,0.02794889733195305,61,0.0,0.0,1.0,17.606815338134766,1.0
intermediate,3,1154,1215,61,0.02438826486468315,61,0.0,0.0,1.0,17.606815338134766,1.0
intermediate,3,1312,1369,57,0.027299143373966217,57,0.0,0.0,1.0,16.451950073242188,1.0
intermediate,3,1462,1525,63,0.035626526921987534,63,0.0,0.0,1.0,18.184242248535156,1.0
intermediate,3,1632,1695,63,0.02711280807852745,63,0.0,0.0,1.0,18.184242248535156,1.0
intermediate,3,1791,1850,59,0.02922157198190689,59,0.0,0.0,1.0,17.029386520385742,1.0
intermediate,3,1942,2006,64,0.03733264282345772,64,0.0,0.0,1.0,18.47295379638672,1.0
intermediate,4,47,102,55,0.019103486090898514,55,0.0,0.0,1.0,15.874506950378418,1.0
intermediate,4,405,416,11,5.1468610763549805e-05,11,0.0,0.0,0.8684048056602478,3.1622776985168457,1.0
intermediate,4,537,596,59,0.02709236368536949,59,0.0,0.0,1.0,17.029386520385742,1.0
intermediate,4,691,739,48,0.015678245574235916,48,0.0,0.0,1.0,13.853399276733398,1.0
intermediate,4,837,891,54,0.01669694110751152,54,0.0,0.0,1.0,15.585783958435059,1.0
intermediate,4,1187,1218,31,0.002135414630174637,31,0.0,0.0,1.0,8.9442720413208,1.0
intermediate,4,1324,1384,60,0.030673719942569733,60,0.0,0.0,1.0,17.318103790283203,1.0
intermediate,4,1479,1527,48,0.016605950891971588,48,0.0,0.0,1.0,13.853399276733398,1.0
intermediate,4,1626,1679,53,0.014575712382793427,53,0.0,0.0,1.0,15.29705810546875,1.0
intermediate,4,1825,1844,19,0.00034529343247413635,19,0.0,0.0,1.0,5.4772257804870605,1.0
intermediate,4,1972,2010,38,0.005485497415065765,38,0.0,0.0,1.0,10.965856552124023,1.0
intermediate,5,65,91,26,0.0009240880608558655,26,0.0,0.0,1.0,7.500000476837158,1.0
intermediate,5,235,282,47,0.00833594799041748,47,0.0,0.0,1.0,13.56466007232666,1.0
intermediate,5,388,420,32,0.0032667890191078186,32,0.0,0.0,1.0,9.233092308044434,1.0
intermediate,5,529,570,41,0.005073972046375275,41,0.0,0.0,1.0,11.832159996032715,1.0
intermediate,5,873,892,19,0.0006479285657405853,19,0.0,0.0,1.0,5.4772257804870605,1.0
intermediate,5,1001,1052,51,0.01316799595952034,51,0.0,0.0,1.0,14.71960163116455,1.0
