class_name,threshold,n_events,size_alpha,size_xmin,duration_alpha,duration_xmin,powerlaw_lognormal_llr_size,powerlaw_lognormal_p_size,powerlaw_lognormal_llr_duration,powerlaw_lognormal_p_duration,mean_area,mean_front_velocity,mean_fractal_dimension,mean_radius_of_gyration,mean_anisotropy
weak_chaos,0.056669946759939194,200,1.7935500144958496,0.026196373626589775,8.754999160766602,65.30000305175781,-2.684396266937256,0.6968448208897835,12.30675983428955,0.005743583770777001,53.55,0.0,0.9936833301473995,15.454455282092095,1.0
intermediate,0.05664097145199776,181,1.7946538925170898,0.012677609920501709,8.658973693847656,55.0,10.696151733398438,0.11984521296224057,2.5368900299072266,0.713317522415144,52.209944751381215,0.0,0.9964841940126367,15.068448854414797,1.0
strong_chaos,0.06368940323591232,221,2.227534532546997,0.39398840069770813,13.560454368591309,60.0,-2.835379123687744,0.8226165973747821,12.915728569030762,0.05427695616952244,48.457013574660635,0.01042483498249762,0.956137719219678,13.652342119367953,0.9914935069386236
