outer_radius_0,outer_speed_scale_0,outer_phase_0,Lyapunov_exponent,Lyapunov_1,Lyapunov_2,Lyapunov_3,Lyapunov_4,Lyapunov_5,Lyapunov_6,Lyapunov_7,Lyapunov_8,Lyapunov_9,Lyapunov_10,Lyapunov_11,Lyapunov_12,KS_entropy_Pesin,Positive_lyapunov_count,Pesin_gap_lambda1,LZMA_ratio,Lempel_Ziv_complexity,Permutation_entropy,chaos_region
1.82,0.97,1.5707963267948966,0.06324631487020474,0.06324631487020474,0.06118947091748298,0.061061990806267466,0.05391747647834063,0.014543032663350382,0.0025360819582650853,-0.001438661399544649,-0.006660140804236307,-0.05204137197215264,-0.05584934046585066,-0.06562768065860154,-0.07487711599154809,0.25649436769391126,6,0.19324805282370652,0.32133333333333336,0.3556044922525252,0.16387813635922227,weak_chaos
1.9333333333333333,0.97,1.5707963267948966,0.06534116329007601,0.06534116329007601,0.062761211780677,0.06252041870306775,0.05588241070812423,0.0014871784168497086,0.0008055012502739468,-0.0010535478756526768,-0.003446806161406964,-0.0536015806421763,-0.054315125098862396,-0.06165730264928279,-0.0747234878395798,0.24799238289879466,5,0.18265121960871866,0.31466666666666665,0.353512701121628,0.16380801700620623,weak_chaos
2.046666666666667,0.97,1.5707963267948966,0.07089895153446715,0.07089895153446715,0.06270532775047194,0.06196915132461772,0.05918771674192045,0.0018770996278031555,-0.004353005569171281,-0.0048843211982985,-0.009976646840359482,-0.05298411857808875,-0.054354624924452116,-0.05716129258055131,-0.07292420685252658,0.2566382469792804,5,0.18573929544481324,0.312,0.353512701121628,0.16385889801118525,intermediate
2.16,0.97,1.5707963267948966,0.07169017656437608,0.07169017656437608,0.0638647917116676,0.06053800640204165,0.05941708286257062,0.0029146464398676934,-0.0036931035040086687,-0.0052382191558151955,-0.0205690846234672,-0.04238289978548074,-0.05362925053275032,-0.056429846169786524,-0.07648226559966764,0.2584247039805237,5,0.1867345274161476,0.30533333333333335,0.3556044922525252,0.16335797095364965,intermediate
1.48,1.0133333333333334,1.5707963267948966,0.07821972325429079,0.07821972325429079,0.06531820798240731,0.06303265594961013,0.06194197549084116,0.02374526200833474,-0.010008184323704924,-0.013782099645289448,-0.047600591653263684,-0.05286842498561031,-0.0550543126540277,-0.05632901847842051,-0.05661515065970914,0.2922578246854841,5,0.21403810143119334,0.37666666666666665,0.3576962833834224,0.16417105424064435,strong_chaos
1.5933333333333333,1.0133333333333334,1.5707963267948966,0.07482081446827248,0.07482081446827248,0.06250440102772782,0.06237718616945816,0.05449638465899013,0.0008768118006175638,0.00011189514790783501,-0.0018608894519465437,-0.023659528897496045,-0.05426021924291003,-0.054547518666466996,-0.05671454536868396,-0.06414475641537405,0.2541987863244486,4,0.1793779718561761,0.338,0.3576962833834224,0.1639540623373986,strong_chaos
1.7066666666666668,1.0133333333333334,1.5707963267948966,0.06728444216844141,0.06728444216844141,0.0619261164007013,0.0551803997576011,0.02926299425596261,0.02678053723970827,0.014988123867645904,0.0015223649200038266,-0.0029567611741056787,-0.053482140230492324,-0.056097247396841694,-0.06597038068544019,-0.07843840015882277,0.25694497861006443,7,0.189660536441623,0.30533333333333335,0.353512701121628,0.16307482278854368,weak_chaos
1.82,1.0133333333333334,1.5707963267948966,0.06989169453157448,0.06989169453157448,0.06255327999472379,0.062123574015589475,0.05976443245869781,0.002967172528637973,0.0017986443218238669,-0.003576803962057128,-0.01042137656557989,-0.05439938525471504,-0.05463013340587224,-0.060656802203376284,-0.07541427191198992,0.2590987978510474,6,0.1892071033194729,0.302,0.3514209099907308,0.16353767269577701,intermediate
1.9333333333333333,1.0133333333333334,1.5707963267948966,0.07238752141799398,0.07238752141799398,0.062408907965558764,0.06237700571724127,0.06095550464127507,0.0014611854466539099,-0.004192426518767447,-0.00480474493335089,-0.016384334985288664,-0.047159130886184925,-0.05377639449201428,-0.05498041549199049,-0.07829264052860606,0.259590125188723,5,0.187202603770729,0.29733333333333334,0.353512701121628,0.163868534092526,intermediate
2.046666666666667,1.0133333333333334,1.5707963267948966,0.07306421132382107,0.07306421132382107,0.06286601343384152,0.06187744390809715,0.06038890080323673,-4.973544234983078e-05,-0.0011328459555689759,-0.015796769000600164,-0.02058927220465471,-0.03708723201596436,-0.04904754983446874,-0.05602957883421525,-0.0784635522420173,0.2581965694689965,4,0.18513235814517542,0.3,0.353512701121628,0.1638751012049017,intermediate
2.16,1.0133333333333334,1.5707963267948966,0.07286300545126032,0.07286300545126032,0.06277949237000253,0.06149741761187604,0.05876126435621577,0.0010814330766838005,-0.001987101760043089,-0.0054451199817951,-0.011050221488746445,-0.050639545651986174,-0.05406780838142897,-0.055364512401238186,-0.07842826882332439,0.25698261286603846,5,0.18411960741477815,0.294,0.353512701121628,0.16388783743209925,intermediate
1.48,1.0566666666666666,1.5707963267948966,0.07399679764293081,0.07399679764293081,0.06243708441009153,0.06233245321242375,0.05736765124867989,0.004676007235301175,0.00035835255594071636,-0.005286347803850064,-0.02793189298053585,-0.052445335352022095,-0.05389788716240901,-0.05470662045255126,-0.06690022295566028,0.26080999374942715,5,0.18681319610649633,0.334,0.3556044922525252,0.1636520554099853,intermediate
1.5933333333333333,1.0566666666666666,1.5707963267948966,0.06642803149340161,0.06642803149340161,0.0639764388939621,0.060995621534459324,0.06095531761512276,0.002872784484322583,-0.000485609240016672,-0.002251494453697028,-0.008873262368815802,-0.05359185674951547,-0.056507202287882315,-0.06538359904040936,-0.06813514750626445,0.25522819402126834,5,0.18880016252786674,0.3,0.3556044922525252,0.16392277064008326,weak_chaos
1.7066666666666668,1.0566666666666666,1.5707963267948966,0.07174486403667371,0.07174486403667371,0.06324360776242607,0.061818845520725314,0.061090678195575863,0.0020023333408801802,-0.005385860348981248,-0.006007985718814078,-0.013508773116761469,-0.05099877065513333,-0.05209104449290798,-0.055228484435856005,-0.07667936241459544,0.2599003288562811,5,0.1881554648196074,0.304,0.353512701121628,0.16337678192501315,intermediate
1.82,1.0566666666666666,1.5707963267948966,0.07383532074876056,0.07383532074876056,0.06283581839631112,0.06176768867906201,0.061749035177083134,0.0023517811044042095,-0.005384797117140305,-0.006120233981430454,-0.023267786755883448,-0.04007050507807852,-0.05429144027541612,-0.05502950327207845,-0.07837534193545456,0.26253964410562103,5,0.18870432335686046,0.2846666666666667,0.3514209099907308,0.1629994346917362,intermediate
1.9333333333333333,1.0566666666666666,1.5707963267948966,0.07100768653812263,0.07100768653812263,0.06412537676541948,0.05983726292637218,0.057909244890852085,0.001405909923264971,-0.000754208290855595,-0.006733817160741349,-0.008988114929002887,-0.050036372557638,-0.052333538673057865,-0.05707790967262224,-0.0783614822303048,0.2542854810440313,5,0.1832777945059087,0.302,0.3556044922525252,0.16386780449938276,intermediate
2.046666666666667,1.0566666666666666,1.5707963267948966,0.07090223012099015,0.07090223012099015,0.06300816824498962,0.06122028418219405,0.05650687387440443,0.0011153092782916609,0.001083635878355468,-0.007655756531756208,-0.011953307573654723,-0.04792421679686739,-0.0539797322339628,-0.05524479746826463,-0.07707865941294595,0.2538365015792254,6,0.18293427145823524,0.26066666666666666,0.353512701121628,0.16358890978107726,intermediate
2.16,1.0566666666666666,1.5707963267948966,0.0659000411378297,0.0659000411378297,0.06255021576617482,0.06178795558585037,0.05437349919693752,0.004247416438455971,0.0010837950641154723,-0.0003719203814262074,-0.0071696047094789404,-0.05292678847921375,-0.05452821188055961,-0.056521149540004305,-0.07842521085378132,0.24994292318936384,6,0.18404288205153413,0.284,0.353512701121628,0.1639086649778101,weak_chaos
